split,class,original_path,filename
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002484_t-05KeratosisPilaris32.jpg,aug_002484_t-05KeratosisPilaris32.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000570_1_37.jpg,aug_000570_1_37.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\t-05HyperlinearCreases.jpg,t-05HyperlinearCreases.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001222_2_19.jpg,aug_001222_2_19.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000375_t-4IMG007.jpg,aug_000375_t-4IMG007.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002350_6_278.jpg,aug_002350_6_278.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003245_9_16.jpg,aug_003245_9_16.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000895_1_15.jpg,aug_000895_1_15.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003752_t-3IMG012.jpg,aug_003752_t-3IMG012.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\1_83.jpg,1_83.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\t-05Atopic1206047.jpg,t-05Atopic1206047.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\v-05icththyosis1004041.jpg,v-05icththyosis1004041.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000081_t-05atopic0411054.jpg,aug_000081_t-05atopic0411054.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002738_6_321.jpg,aug_002738_6_321.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002561_2_1.jpg,aug_002561_2_1.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003490_6_223.jpg,aug_003490_6_223.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000143_6_275.jpg,aug_000143_6_275.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000067_10_2.jpg,aug_000067_10_2.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000034_6_239.jpg,aug_000034_6_239.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000946_6_284.jpg,aug_000946_6_284.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003031_t-05atopicInfection671-GP3.jpg,aug_003031_t-05atopicInfection671-GP3.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\6_93.jpg,6_93.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003246_t-12IMG002.jpg,aug_003246_t-12IMG002.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002609_6_223.jpg,aug_002609_6_223.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000782_v-05atopicFace012405.jpg,aug_000782_v-05atopicFace012405.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002877_8_4.jpg,aug_002877_8_4.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002717_v-05Atopic031011.jpg,aug_002717_v-05Atopic031011.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002622_t-14IMG015.jpg,aug_002622_t-14IMG015.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002428_v-IchthosisIMG006-GP3.jpg,aug_002428_v-IchthosisIMG006-GP3.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001613_v-11IMG001.jpg,aug_001613_v-11IMG001.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002560_6_270.jpg,aug_002560_6_270.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001482_t-05ichthyosis080105.jpg,aug_001482_t-05ichthyosis080105.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\t-3IMG009.jpg,t-3IMG009.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003337_6_282.jpg,aug_003337_6_282.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\6_164.jpg,6_164.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\t-05Atopic10065.jpg,t-05Atopic10065.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\t-10IMG004.jpg,t-10IMG004.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000330_t-05atopic1107057.jpg,aug_000330_t-05atopic1107057.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000189_6_302.jpg,aug_000189_6_302.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001394_t-1IMG014.jpg,aug_001394_t-1IMG014.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002541_6_130.jpg,aug_002541_6_130.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000802_v-05Atopic12060421.jpg,aug_000802_v-05Atopic12060421.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000280_t-05Atopic0712048.jpg,aug_000280_t-05Atopic0712048.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003443_v-05atopic0313062.jpg,aug_003443_v-05atopic0313062.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002918_v-05Atopic011011.jpg,aug_002918_v-05Atopic011011.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003156_6_242.jpg,aug_003156_6_242.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\111_6_3.jpg,111_6_3.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002797_t-05ichthosis0207051.jpg,aug_002797_t-05ichthosis0207051.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001485_t-05KeratosisPilaris0510047.jpg,aug_001485_t-05KeratosisPilaris0510047.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001137_v-05Ichthyosis1.jpg,aug_001137_v-05Ichthyosis1.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003182_t-05atopicFeet082304933.jpg,aug_003182_t-05atopicFeet082304933.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002684_130_6_21.jpg,aug_002684_130_6_21.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\6_235.jpg,6_235.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001559_6_155.jpg,aug_001559_6_155.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002210_t-26-0002.jpg,aug_002210_t-26-0002.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002702_t-1IMG014.jpg,aug_002702_t-1IMG014.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002920_6_20.jpg,aug_002920_6_20.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003584_t-6IMG009.jpg,aug_003584_t-6IMG009.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\6_8.jpg,6_8.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003115_6_4.jpg,aug_003115_6_4.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003058_6_120.jpg,aug_003058_6_120.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000945_v-05AtopicMouth1216.jpg,aug_000945_v-05AtopicMouth1216.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001692_v-05ichthyosis082205.jpg,aug_001692_v-05ichthyosis082205.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\t-2IMG003.jpg,t-2IMG003.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003709_8_0.jpg,aug_003709_8_0.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002306_t-13IMG008.jpg,aug_002306_t-13IMG008.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001840_t-05IchthyosisVulgaris0216.jpg,aug_001840_t-05IchthyosisVulgaris0216.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\6_84.jpg,6_84.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001008_t-05Atopic0712044.jpg,aug_001008_t-05Atopic0712044.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\t-05keratosisPilaris032105.jpg,t-05keratosisPilaris032105.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002263_6_171.jpg,aug_002263_6_171.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002090_6_323.jpg,aug_002090_6_323.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002786_6_330.jpg,aug_002786_6_330.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000835_t-05ichthosis020705.jpg,aug_000835_t-05ichthosis020705.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\9_11.jpg,9_11.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003489_6_197.jpg,aug_003489_6_197.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001789_6_94.jpg,aug_001789_6_94.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\6_185.jpg,6_185.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000768_8_11.jpg,aug_000768_8_11.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000018_6_222.jpg,aug_000018_6_222.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001871_v-6IMG011.jpg,aug_001871_v-6IMG011.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003063_5_3.jpg,aug_003063_5_3.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002367_7_2.jpg,aug_002367_7_2.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000435_t-05atopicFeet0823043.jpg,aug_000435_t-05atopicFeet0823043.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000566_6_108.jpg,aug_000566_6_108.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000986_2_34.jpg,aug_000986_2_34.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002181_t-3Eczema1-057.jpg,aug_002181_t-3Eczema1-057.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001688_6_244.jpg,aug_001688_6_244.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\6_24.jpg,6_24.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002974_t-05Atopic0712048.jpg,aug_002974_t-05Atopic0712048.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003041_0_11.jpg,aug_003041_0_11.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000773_1_46.jpg,aug_000773_1_46.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002054_t-05Atopic071204.jpg,aug_002054_t-05Atopic071204.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003699_t-05atopicFeet0801051.jpg,aug_003699_t-05atopicFeet0801051.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002635_v-05atopic0110053.jpg,aug_002635_v-05atopic0110053.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003085_6_121.jpg,aug_003085_6_121.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001851_8_4.jpg,aug_001851_8_4.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002183_t-05AtopicFeet67.jpg,aug_002183_t-05AtopicFeet67.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000788_10_45.jpg,aug_000788_10_45.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002575_t-10IMG008.jpg,aug_002575_t-10IMG008.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001077_2_3.jpg,aug_001077_2_3.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000989_t-3IMG003.jpg,aug_000989_t-3IMG003.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000561_1_47.jpg,aug_000561_1_47.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000930_t-05atopicFeet0823049.jpg,aug_000930_t-05atopicFeet0823049.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000893_t-05atopic0124052.jpg,aug_000893_t-05atopic0124052.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000053_6_306.jpg,aug_000053_6_306.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001900_1_64.jpg,aug_001900_1_64.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001544_234_10_7.jpg,aug_001544_234_10_7.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002789_t-05Atopic1206042.jpg,aug_002789_t-05Atopic1206042.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\v-05atopicFeet0801053.jpg,v-05atopicFeet0801053.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_001196_t-05atopic0123069.jpg,aug_001196_t-05atopic0123069.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002301_t-05AtopicFace0105042ok.jpg,aug_002301_t-05AtopicFace0105042ok.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000417_6_148.jpg,aug_000417_6_148.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\t-05xlinkedIcthyosis082304.jpg,t-05xlinkedIcthyosis082304.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_000109_10_42.jpg,aug_000109_10_42.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_002049_6_106.jpg,aug_002049_6_106.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\aug_003811_t-05AtopicDerm0419043.jpg,aug_003811_t-05AtopicDerm0419043.jpg
train,3. Atopic Dermatitis - 1.25k,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\3. Atopic Dermatitis - 1.25k\6_196.jpg,6_196.jpg
