removed_path,class,filename,kept_path,quarantined_to,timestamp
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-stasis-dermatitis-190.jpg,1. Eczema 1677,t-stasis-dermatitis-190.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-subacute-49.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-stasis-dermatitis-190.jpg,2026-07-26T22:07:27.642563
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-trunk-generalized-3.jpg,1. Eczema 1677,t-eczema-trunk-generalized-3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-subacute-53.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-trunk-generalized-3.jpg,2026-07-26T22:07:27.643886
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-arms-4.jpg,1. Eczema 1677,v-eczema-arms-4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-subacute-7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-arms-4.jpg,2026-07-26T22:07:27.645672
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-arms-5.jpg,1. Eczema 1677,v-eczema-arms-5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-subacute-8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-arms-5.jpg,2026-07-26T22:07:27.647453
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-neurotic-excoriations-67.jpg,1. Eczema 1677,t-neurotic-excoriations-67.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-trunk-generalized-2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-neurotic-excoriations-67.jpg,2026-07-26T22:07:27.649164
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-subacute-39.jpg,1. Eczema 1677,v-eczema-subacute-39.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-trunk-generalized-23.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-subacute-39.jpg,2026-07-26T22:07:27.650550
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-subacute-34.jpg,1. Eczema 1677,v-eczema-subacute-34.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-trunk-generalized-26.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-subacute-34.jpg,2026-07-26T22:07:27.651727
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-subacute-29.jpg,1. Eczema 1677,v-eczema-subacute-29.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-trunk-generalized-28.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-subacute-29.jpg,2026-07-26T22:07:27.652563
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-subacute-15.jpg,1. Eczema 1677,v-eczema-subacute-15.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-trunk-generalized-36.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-subacute-15.jpg,2026-07-26T22:07:27.653308
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-lichen-simplex-chronicus-155.jpg,1. Eczema 1677,t-lichen-simplex-chronicus-155.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-vulva-2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-lichen-simplex-chronicus-155.jpg,2026-07-26T22:07:27.654303
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-lichen-simplex-chronicus-156.jpg,1. Eczema 1677,t-lichen-simplex-chronicus-156.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-vulva-3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-lichen-simplex-chronicus-156.jpg,2026-07-26T22:07:27.655166
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-lichen-simplex-chronicus-157.jpg,1. Eczema 1677,v-lichen-simplex-chronicus-157.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-vulva-4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-lichen-simplex-chronicus-157.jpg,2026-07-26T22:07:27.655958
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-fissure-4.jpg,1. Eczema 1677,v-fissure-4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-vulva-5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-fissure-4.jpg,2026-07-26T22:07:27.657216
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-fissure-5.jpg,1. Eczema 1677,v-fissure-5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-vulva-6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-fissure-5.jpg,2026-07-26T22:07:27.658602
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-maceration-5.jpg,1. Eczema 1677,v-maceration-5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-emersion-foot-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-maceration-5.jpg,2026-07-26T22:07:27.660098
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-fissure-9.jpg,1. Eczema 1677,t-fissure-9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-fissure-8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-fissure-9.jpg,2026-07-26T22:07:27.661438
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\v-id-reaction-11.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,v-id-reaction-11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-id-reaction-11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\v-id-reaction-11.jpg,2026-07-26T22:07:27.663257
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-2.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-id-reaction-2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-id-reaction-2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-2.jpg,2026-07-26T22:07:27.664614
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-3.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-id-reaction-3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-id-reaction-3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-3.jpg,2026-07-26T22:07:27.666086
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-4.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-id-reaction-4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-id-reaction-4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-4.jpg,2026-07-26T22:07:27.667554
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\v-id-reaction-5.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,v-id-reaction-5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-id-reaction-5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\v-id-reaction-5.jpg,2026-07-26T22:07:27.668838
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\v-id-reaction-6.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,v-id-reaction-6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-id-reaction-6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\v-id-reaction-6.jpg,2026-07-26T22:07:27.670063
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\v-id-reaction-9.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,v-id-reaction-9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-id-reaction-9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\v-id-reaction-9.jpg,2026-07-26T22:07:27.671548
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\8. Seborrheic Keratoses and other Benign Tumors - 1.8k\t-knuckle-pads-1.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k,t-knuckle-pads-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-knuckle-pads-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\8. Seborrheic Keratoses and other Benign Tumors - 1.8k\t-knuckle-pads-1.jpg,2026-07-26T22:07:27.673373
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-lichen-simplex-chronicus-175.jpg,1. Eczema 1677,t-lichen-simplex-chronicus-175.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-lichen-simplex-chronicus-174.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-lichen-simplex-chronicus-175.jpg,2026-07-26T22:07:27.675093
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-pompholyx-39.jpg,1. Eczema 1677,t-pompholyx-39.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-pompholyx-38.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-pompholyx-39.jpg,2026-07-26T22:07:27.676614
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-stasis-dermatitis-179.jpg,1. Eczema 1677,t-stasis-dermatitis-179.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-prurigo-nodularis-20.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-stasis-dermatitis-179.jpg,2026-07-26T22:07:27.678980
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-prurigo-nodularis-49.jpg,1. Eczema 1677,t-prurigo-nodularis-49.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-prurigo-nodularis-24.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-prurigo-nodularis-49.jpg,2026-07-26T22:07:27.680710
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-prurigo-nodularis-46.jpg,1. Eczema 1677,t-prurigo-nodularis-46.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-prurigo-nodularis-45.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-prurigo-nodularis-46.jpg,2026-07-26T22:07:27.681813
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-nummular-14.jpg,1. Eczema 1677,v-eczema-nummular-14.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-stasis-dermatitis-194.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-nummular-14.jpg,2026-07-26T22:07:27.682627
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-arms-6.jpg,1. Eczema 1677,v-eczema-arms-6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-03DermatitisLeg.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-arms-6.jpg,2026-07-26T22:07:27.683394
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\3. Atopic Dermatitis - 1.25k\v-03DermatitisLids1.jpg,3. Atopic Dermatitis - 1.25k,v-03DermatitisLids1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-03DermatitisLids1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\3. Atopic Dermatitis - 1.25k\v-03DermatitisLids1.jpg,2026-07-26T22:07:27.684180
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\3. Atopic Dermatitis - 1.25k\v-05hyperkeratosis01010.jpg,3. Atopic Dermatitis - 1.25k,v-05hyperkeratosis01010.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-05hyperkeratosis01010.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\3. Atopic Dermatitis - 1.25k\v-05hyperkeratosis01010.jpg,2026-07-26T22:07:27.685067
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-nummular-11.jpg,1. Eczema 1677,v-eczema-nummular-11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-chronic-29.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-nummular-11.jpg,2026-07-26T22:07:27.685920
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\7. Psoriasis pictures Lichen Planus and related diseases - 2k\t-Lichen-Planus-Hypertrophic-2.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k,t-Lichen-Planus-Hypertrophic-2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-nummular-142.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\7. Psoriasis pictures Lichen Planus and related diseases - 2k\t-Lichen-Planus-Hypertrophic-2.jpg,2026-07-26T22:07:27.687939
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-1.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-id-reaction-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-id-reaction-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-1.jpg,2026-07-26T22:07:27.689434
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-10.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-id-reaction-10.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-id-reaction-10.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-10.jpg,2026-07-26T22:07:27.690409
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-7.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-id-reaction-7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-id-reaction-7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-7.jpg,2026-07-26T22:07:27.691231
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-8.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-id-reaction-8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-id-reaction-8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-id-reaction-8.jpg,2026-07-26T22:07:27.692294
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-lichen-simplex-chronicus-176.jpg,1. Eczema 1677,v-lichen-simplex-chronicus-176.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-lichen-simplex-chronicus-172.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-lichen-simplex-chronicus-176.jpg,2026-07-26T22:07:27.694741
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_333.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_333.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_0.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_333.jpg,2026-07-26T22:07:27.697055
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_266.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_266.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_266.jpg,2026-07-26T22:07:27.698629
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_97.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_97.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_10.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_97.jpg,2026-07-26T22:07:27.700117
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_101.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_101.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_101.jpg,2026-07-26T22:07:27.701496
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_264.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_264.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_12.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_264.jpg,2026-07-26T22:07:27.702742
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_340.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_340.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_13.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_340.jpg,2026-07-26T22:07:27.704107
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_232.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_232.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_14.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_232.jpg,2026-07-26T22:07:27.705431
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_15.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_15.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_15.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_15.jpg,2026-07-26T22:07:27.706993
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_41.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_41.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_16.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_41.jpg,2026-07-26T22:07:27.708772
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_110.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_110.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\0_17.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_110.jpg,2026-07-26T22:07:27.710071
